ID,Class,Co (ppm),Ni (ppm),Cu (ppm),Zn (ppm),As (ppm),Mo (ppm),Ag (ppm),Sb (ppm),Te (ppm),Au (ppm),Tl (ppm),Pb (ppm),d34S (‰),Deposit style,Period,Description,Reference
692,Polymetallic Hydrothermal,2.93588865,6.953775725,727.4195117,4622.498796,9375.775351,0.01,122.3321415,2.540501608,9.640799689,4.001411491,0.039215047,1098.924383,4.81,Hydrothermal Breccias,not defined,"2091460_1,  large euhedral, Py-Ga vein",Figueroa et al. unpublished
693,Polymetallic Hydrothermal,0.0315,3.759587241,51.70261007,0.3455,1269.215558,0.042198008,26.01089417,0.482530781,5.521507011,0.075065316,0.021922765,156.4579376,4.003,Hydrothermal Breccias ,not defined,"2091461_1, large anhedral, meta siltstone",Figueroa et al. unpublished
694,Polymetallic Hydrothermal,42.74983216,154.3911505,2.716436297,0.3455,2287.840433,0.01,0.292246011,0.739167196,4.8878842,0.016922051,0.054934278,20.03623856,1.549,Hydrothermal Breccias ,not defined,"2091461_1, large anhedral, meta siltstone",Figueroa et al. unpublished
695,Polymetallic Hydrothermal,12.94867626,103.2930791,2.980453118,1.759678069,27.10418811,0.01,0.517583326,0.363591937,2.181132285,0.015097628,0.058000397,21.15838217,-1.976,Hydrothermal Breccias ,not defined,"2091461_1, large anhedral, meta siltstone",Figueroa et al. unpublished
696,Polymetallic Hydrothermal,0.0315,0.059,12.44235579,0.3455,1063.153283,0.01,0.0115,0.0215,0.748222674,0.026934228,0.0055,0.426807506,2.149,Hydrothermal Breccias ,not defined,"2091461_1, large anhedral, meta siltstone",Figueroa et al. unpublished
697,Polymetallic Hydrothermal,0.0315,0.149420774,41.4640592,0.913684876,2801.363925,0.01,0.030897848,0.0215,0.670624108,0.04612231,0.0055,0.0585,5.333,Hydrothermal Breccias ,not defined,"2091461_1, large anhedral, meta siltstone",Figueroa et al. unpublished
698,Polymetallic Hydrothermal,0.609928001,0.918055807,1258.243309,1258.57653,7085.967709,0.0045,48.63452617,3.689441031,0.405022525,0.321611091,0.075149784,448.1867276,5.8,Hydrothermal Breccias ,not defined,"2091464_3, large euhedral, conglomerate",Figueroa et al. unpublished
699,Polymetallic Hydrothermal,19.30241934,20.73235732,254.5898583,44.21877712,2466.27799,0.004,23.52545838,12.68942691,0.0585,0.497684514,0.156692475,956.1866964,5.1,Hydrothermal Breccias ,not defined,"2091466_1, Large anhedral, granodiorite",Figueroa et al. unpublished
700,Polymetallic Hydrothermal,12.66598166,14.71282501,131.9148056,4.15908293,1682.621345,0.013228271,32.11747678,4.481098823,0.20406938,4.216048493,0.016597738,7077.054848,4.7,Hydrothermal Breccias,not defined,"2091466_2, Large anhedral, granodiorite",Figueroa et al. unpublished
701,Polymetallic Hydrothermal,20.47610032,36.31803108,66.5472309,1.888925043,1392.095254,0.03014579,32.27931312,6.713561059,0.31625259,0.264418676,0.072604969,6117.787245,4.5,Hydrothermal Breccias ,not defined,"2091466_3, large anhedral, granodiorite",Figueroa et al. unpublished
702,Polymetallic Hydrothermal,12.4195628,271.8408219,1152.999393,196.3453016,3735.620547,0.004,19.55608545,29.18157787,0.0585,5.014251598,0.159356174,949.1884753,4.8,Hydrothermal Breccias,not defined,"2091466_5, Large anhedral, granodiorite",Figueroa et al. unpublished
703,Polymetallic Hydrothermal,1.723691656,76.78348478,26.46231085,6.486085094,3828.733192,0.013695807,22.6438006,3.120785825,0.253197158,0.145684484,13.30261262,347.3175724,4,Hydrothermal Breccias ,not defined,"2091473_1,  Large anhedral, silicified shale",Figueroa et al. unpublished
704,Polymetallic Hydrothermal,0.0425,23.18505003,10.5630771,0.4665,22.35482969,0.212596409,3.473729534,0.288966765,0.038,0.0025,121.4573667,2.239627828,3.7,Hydrothermal Breccias ,not defined,"2091473_2,  Large anhedral, silicified shale",Figueroa et al. unpublished
705,Polymetallic Hydrothermal,96.23132758,112.5118848,83.37768475,0.4665,778.1077253,0.13463707,2.760803014,0.0225,0.253734758,0.0025,0.25144027,223.5401993,0.2,Hydrothermal Breccias ,not defined,"2091475_2, Large euhedral, silicified shale",Figueroa et al. unpublished
706,Polymetallic Hydrothermal,277.2891037,286.0765072,238.3553948,8.919128341,410.5132327,0.002,46.06094944,2.601780612,2.016554466,0.010790117,48.87117369,327.9559624,-0.8,Hydrothermal Breccias ,not defined,"2091475_3, Large euhedral, silicified shale",Figueroa et al. unpublished
707,Polymetallic Hydrothermal,75.03606735,209.2249092,255.8071095,316.481551,472.6056838,0.036727479,49.15596388,2.639986695,2.804840161,0.030189185,79.5826626,232.6896265,-1.2,Hydrothermal Breccias ,not defined,"2091475_4, Large euhedral, silicified shale",Figueroa et al. unpublished
708,Polymetallic Hydrothermal,0.0385,0.084,30.62356179,298.3186361,50.31612466,0.0055,11.59713207,0.687817003,0.057,0.009451636,0.0065,30.77047704,5,Hydrothermal Breccias ,not defined,"2091476_2, large. Euhedral,  massive sulfide",Figueroa et al. unpublished
709,Polymetallic Hydrothermal,0.11126191,0.084,866.686325,6467.183876,3522.163788,0.0055,156.2588517,1.371049752,0.057,0.140118319,0.0065,427.8264832,4.3,Hydrothermal Breccias ,not defined,"2091476_3, Large euhedral, Massive sulfide",Figueroa et al. unpublished
710,Polymetallic Hydrothermal,0.0385,0.084,86.70738223,90.82720593,2022.672536,0.0055,11.35144432,2.406043329,0.057,0.066982236,0.037965658,544.8911645,4.7,Hydrothermal Breccias ,not defined,"2091476_4, Large euhedral, Massive sulfide",Figueroa et al. unpublished
711,Polymetallic Hydrothermal,0.0385,0.084,18.28432424,40.37397819,248.764027,0.0055,12.03881321,3.64559056,0.057,0.035775666,0.0065,135.9097092,4.7,Hydrothermal Breccias ,not defined,"2091476_5, Large euhedral, Massive sulfide",Figueroa et al. unpublished
712,Polymetallic Hydrothermal,21.67159948,18.76734845,11.99784041,0.805118899,6462.714587,0.074944468,18.45747192,3.311893425,2.062146373,0.080579902,0.141890441,303.6139813,4,Hydrothermal Breccias ,not defined,"2091485_1, Large anhedral, granodiorite",Figueroa et al. unpublished
713,Polymetallic Hydrothermal,2.036205411,6.682450356,6.266115858,0.551627085,174.8038014,0.030835255,16.00818924,0.821486453,1.90949389,0.000308321,0.069248539,72.6171495,3.9,Hydrothermal Breccias ,not defined,"2091485_2, Large anhedral, granodiorite",Figueroa et al. unpublished
714,Polymetallic Hydrothermal,17.50239358,18.38134623,3.921546446,1.72089963,115.8853731,0.002301153,9.711320393,0.24546027,0.961084979,0.008743486,0.02167564,64.89995037,3.9,Hydrothermal Breccias ,not defined,"2091485_3, Large anhedral, granodiorite",Figueroa et al. unpublished
715,Polymetallic Hydrothermal,0.018595702,0.385582101,3.79292501,0.635811426,237.2045514,0.027546506,11.21684857,0.451647266,2.491119499,0.007708681,0.005396084,219.9019168,3.8,Hydrothermal Breccias ,not defined,"2091485_4, Large anhedral, granodiorite",Figueroa et al. unpublished
716,Polymetallic Hydrothermal,92.32852817,305.1947617,20.27308228,0.781563254,0.071297629,0.01298249,0.02758347,0.02135375,1.731779075,0.003906534,0.003432082,0.039174529,-1.3,IOCG,not defined,"2129528_1, large anhedral, granite",Figueroa et al. unpublished
717,Polymetallic Hydrothermal,634.8091492,511.9009358,1311.66589,1.343474378,0.118418366,0.002873704,0.043023385,0.012883281,17.40824253,0.004416717,0.002714909,0.278484046,-1.5,IOCG,not defined,"2129528_2, Large anhedral, granite",Figueroa et al. unpublished
718,Polymetallic Hydrothermal,327.3320733,113.7628383,0.012613728,2.208683108,60.05594713,0.024688705,0.007093057,0.010922241,6.418456001,0.006297219,0.000766516,0.090234134,2.6,IOCG,not defined,"2129534_1, large euhedral, metasediment",Figueroa et al. unpublished
719,Polymetallic Hydrothermal,441.2027781,1078.936254,4.393834393,1.253226023,12.14407213,0.071239948,1.894372498,0.071560243,1.428383683,0.001860093,0.187263186,35.60258852,2.5,IOCG,not defined,"2129542_1, small anhedral, metasediment",Figueroa et al. unpublished
720,Polymetallic Hydrothermal,137.5402098,2398.712181,10.47920369,0.328831899,610.3874322,0.075040073,2.295537121,0.39006435,2.327179895,0.001267877,0.237055844,52.63384139,2.4,IOCG,not defined,"2129542_2, small anhedral, metasediment",Figueroa et al. unpublished
721,Polymetallic Hydrothermal,526.9900402,632.1912606,31.93000307,0.382207805,12.8793387,0.146759085,7.909472785,0.599351038,1.331656403,0.000347649,8.76603478,85.98218688,2.5,IOCG,not defined,"2129542_3, small anhedral, metasediment",Figueroa et al. unpublished
722,Polymetallic Hydrothermal,28.45289933,14.27081129,0.175448992,0.315101895,73.58535275,0.007300077,0.000663651,0.001815415,1.09025365,0.002085477,0.001660167,0.310659092,3.9,IOCG,not defined,"2129543_1, Large euhedral, metasediment",Figueroa et al. unpublished
723,Polymetallic Hydrothermal,117.2541286,1.673757388,5.930987421,0.716272349,71.75176369,0.104646035,0.33160829,0.125318201,18.35660114,0.001339891,0.011303597,9.203003511,4.5,IOCG,not defined,"2129543_2, Large euhedral, metasediment",Figueroa et al. unpublished
724,Polymetallic Hydrothermal,0.646312827,980.9959741,188.5997959,2.392808209,378.7388186,0.01693611,0.190013007,0.27792604,2.438358325,0.008900296,0.002529567,6.58547225,5.1,IOCG,not defined,"2129545_2, large anhedral, metasediment",Figueroa et al. unpublished
725,Polymetallic Hydrothermal,295.9526259,4.140123108,0.373093062,828.8025909,0.791,0.0155,5.26918043,5.383536025,0.066,0.007,0.401314892,6283.844004,10.798,Hydrothermal Breccias ,not defined,"TD10_325.57, needle like, massive sulfide",Figueroa et al. unpublished
726,Polymetallic Hydrothermal,50.33814362,1.190855103,0.101,7.117456953,0.791,0.0155,2.7889037,7.299575596,0.066,0.007,0.117107129,1994.113869,7.807,Hydrothermal Breccias ,not defined,"TD10_325.57, needle like, massive sulfide",Figueroa et al. unpublished
727,Polymetallic Hydrothermal,208.8434275,2.649503749,0.101,52.58983191,0.791,0.0155,33.91339878,22.28316355,0.066,0.007,0.498893555,9172.940023,10.414,Hydrothermal Breccias ,not defined,"TD10_325.57, needle like, massive sulfide",Figueroa et al. unpublished
728,Polymetallic Hydrothermal,3.836416089,32.65366048,0.583624649,0.420724,1088.444242,0.0245,0.105161895,0.3579469,0.064,0.06605908,0.041212943,3.56996064,4.5,Hydrothermal Breccias ,not defined,"TD10_353.54, small euhedral, dolomitic marble",Figueroa et al. unpublished
729,Cubic Grade,3.750060505,3.216833588,8.835733375,0.200352351,0.322672882,0.043033084,0.081226425,0.022767396,0.919202794,0.008751534,0.006452236,0.321719955,5.184225507,Magmatic,not defined,,Gilbert et al. 2014
730,Cubic Grade,2.334289893,2.569233634,9.39276409,0.4259298,0.534080786,0.039006429,0.066576672,0.020430263,0.812641456,0.012277597,0.006166262,0.021122513,5.225664173,Magmatic,not defined,,Gilbert et al. 2014
731,Cubic Grade,5.265887814,2.765326542,2.910112985,0.241571332,0.445733561,0.044845777,0.059681414,0.022936007,1.11936386,0.014557822,0.003784893,0.020062545,5.333174475,Magmatic,not defined,,Gilbert et al. 2014
732,Cubic Grade,3.059941736,3.28273039,10.29068519,0.267833436,0.345664683,0.023685256,0.051732953,0.027537115,0.519809125,0.013643198,0.005608558,0.01491889,5.416210521,Magmatic,not defined,,Gilbert et al. 2014
733,Cubic Grade,1.953140704,2.37127117,9.351048112,0.212782832,0.573191488,0.025682053,0.062045044,0.014932908,1.356811659,0.008515229,0.006495089,0.018389286,5.35454792,Magmatic,not defined,,Gilbert et al. 2014
734,Cubic Grade,3.32801902,3.98425479,10.01772607,0.864088941,0.504456642,0.047678911,0.056207619,0.020507503,2.146882571,0.017322588,0.004349293,0.013442619,5.240349929,Magmatic,not defined,,Gilbert et al. 2014
735,Cubic Grade,1.953587171,2.370303596,9.35120789,0.212790627,0.573180678,0.025692364,0.061931185,0.01495417,1.360276531,0.008515572,0.006463459,0.018430471,5.359949721,Magmatic,not defined,,Gilbert et al. 2014
736,Cubic Grade,3.329030374,3.98275076,10.04615845,0.867223241,0.506391077,0.047773212,0.056641015,0.02053535,2.154266318,0.017221988,0.004343707,0.013457656,5.184452758,Magmatic,not defined,,Gilbert et al. 2014
737,Cubic Grade,3.02679594,2.863145895,9.608723454,0.252700173,0.407490239,0.047116109,0.050682105,0.030809575,0.702580234,0.010331258,0.010460863,0.032018572,5.364422406,Magmatic,not defined,,Gilbert et al. 2014
738,Cubic Grade,3.178896845,3.523440301,8.969634496,0.225131213,0.363239146,0.043046037,0.044289003,0.014144759,0.585909781,0.007329715,0.003839667,0.028579542,5.262868389,Magmatic,not defined,,Gilbert et al. 2014
739,Cubic Grade,3.97385553,2.312215451,8.788811787,0.213190386,0.421714438,0.037544395,0.045217979,0.019019094,1.133351324,0.010955877,0.008914587,0.024678409,5.205773452,Magmatic,not defined,,Gilbert et al. 2014
740,Cubic Grade,3.583882081,3.759436179,10.65786376,0.222310856,0.433893681,0.023562062,0.044138212,0.016102899,1.999544879,0.010013017,0.01181543,0.017012406,5.359200682,Magmatic,not defined,,Gilbert et al. 2014
741,Cubic Grade,1.112026266,0.802221211,9.280836468,0.160079533,0.30668635,0.027892397,0.051471098,0.020776048,0.46941212,0.011823407,0.00909575,0.018382576,5.224074344,Magmatic,not defined,,Gilbert et al. 2014
742,Cubic Grade,1.434660826,0.585867164,11.36117565,0.399416166,0.360650319,0.043827842,0.04972476,0.021716067,1.349307846,0.01272328,0.005633783,0.02196165,5.106767973,Magmatic,not defined,,Gilbert et al. 2014
743,Cubic Grade,2.837074264,2.71933651,9.255888445,0.287289437,0.495229839,0.023705887,0.047451202,0.025039691,1.226573954,0.012008505,0.010185992,0.019910664,5.463651725,Magmatic,not defined,,Gilbert et al. 2014
744,Cubic Grade,3.097829255,2.441858752,10.93412163,0.245759395,0.317236324,0.035353368,0.047481618,0.027441345,0.481175207,0.011449212,0.011581452,0.016277398,5.352209082,Magmatic,not defined,,Gilbert et al. 2014
745,Cubic Grade,2.947102781,2.751367649,11.13238664,0.245272728,0.381603221,0.072638163,0.047979231,0.017817912,0.991295256,0.009136336,0.004796649,0.025621076,5.418922264,Magmatic,not defined,,Gilbert et al. 2014
746,Cubic Grade,3.159577267,3.125073274,11.11795714,0.235208025,0.455449599,0.02362988,0.070263693,0.021282715,1.245133908,0.007544277,0.004648488,0.030974005,5.200952572,Magmatic,not defined,,Gilbert et al. 2014
747,Cubic Grade,2.933638807,2.254499505,9.665411556,0.46980225,0.406875544,0.038728611,0.063965106,0.015041669,0.916718077,0.008449861,0.00460917,0.034981735,5.46830388,Magmatic,not defined,,Gilbert et al. 2014
748,Cubic Grade,3.036170617,3.408022758,9.681660083,0.998253999,0.427578816,0.037048819,0.036998696,0.027653684,1.151704786,0.01235307,0.004671698,0.028216733,5.334430367,Magmatic,not defined,,Gilbert et al. 2014
749,Cubic Grade,0.992256265,0.470127649,9.683040188,0.203360774,0.462508755,0.023238016,0.058993165,0.019210216,1.213611464,0.012487061,0.00962452,0.024791396,5.323288749,Magmatic,not defined,,Gilbert et al. 2014
750,Cubic Grade,1.197593437,0.530996534,9.29944558,0.236819615,0.342498862,0.033607946,0.065638283,0.022021558,0.559702945,0.016505683,0.005582699,0.020243756,5.385677745,Magmatic,not defined,,Gilbert et al. 2014
751,Cubic Grade,2.271237383,1.765499464,9.343709481,0.212078079,0.388570463,0.018713202,0.039083519,0.019109545,1.144469316,0.011772044,0.005297271,0.024723823,5.340229716,Magmatic,not defined,,Gilbert et al. 2014
752,Cubic Grade,2.106891425,2.001405101,10.08661165,0.179613151,0.338560004,0.035443605,0.04708586,0.017583419,0.510209303,0.008640915,0.008224866,0.020277133,5.220523467,Magmatic,not defined,,Gilbert et al. 2014
753,Cubic Grade,2.691495916,3.009411356,8.962896068,0.271805788,0.441943997,0.013482741,0.045992926,0.017056795,0.424072038,0.009719961,0.005106768,0.022284084,5.411282972,Magmatic,not defined,,Gilbert et al. 2014
754,Cubic Grade,3.315776151,3.868193644,10.53141185,0.566500999,0.780779107,0.021421135,0.05944055,0.014293625,0.857325169,0.014841781,0.006797456,0.036458601,5.275132843,Magmatic,not defined,,Gilbert et al. 2014
755,Cubic Grade,3.218844398,3.39992986,9.914066991,0.264628442,0.429614789,0.020150087,0.059140369,0.025913297,0.477716049,0.013101706,0.006259185,0.018997272,5.155318186,Magmatic,not defined,,Gilbert et al. 2014
756,Cubic Grade,2.687374118,3.010874577,9.642099595,0.432609774,0.290878591,0.029470945,0.046636335,0.015819889,1.095240399,0.013474073,0.009010521,0.029739427,5.135750013,Magmatic,not defined,,Gilbert et al. 2014
757,Cubic Grade,1.331957705,0.843409378,10.55833765,0.204990618,0.38071731,0.058813836,0.075782756,0.022148916,0.907908513,0.013333478,0.008096334,0.02078003,5.373948994,Magmatic,not defined,,Gilbert et al. 2014
758,Cubic Grade,3.728952281,4.544076238,8.465464534,0.239156975,0.479746091,0.048135545,0.077698818,0.017489973,1.065005235,0.007658896,0.003689834,0.056996326,5.488152774,Magmatic,not defined,,Gilbert et al. 2014
759,Cubic Grade,3.458717167,4.197199746,9.994135396,0.204172033,0.446572284,0.043934139,0.066394206,0.020223843,0.55512418,0.008134292,0.00697831,0.016602191,5.230295618,Magmatic,not defined,,Gilbert et al. 2014
760,Cubic Grade,2.469923198,1.70281855,8.994584552,0.184896705,0.364335617,0.033428596,0.05415564,0.017742091,0.827779206,0.008977,0.007170665,0.01347254,5.322389033,Magmatic,not defined,,Gilbert et al. 2014
761,Cubic Grade,3.353378697,3.380880319,8.977859624,0.256104102,0.536109414,0.038048413,0.046190412,0.023434017,0.901492143,0.004088555,0.005144335,0.038524037,5.340465223,Magmatic,not defined,,Gilbert et al. 2014
762,Cubic Grade,3.250088041,4.25354759,9.848662995,0.27701989,0.397281867,0.028906568,0.056697324,0.02591823,1.722702193,0.012830483,0.00644754,0.019446402,5.424544354,Magmatic,not defined,,Gilbert et al. 2014
763,Cubic Grade,2.476064432,1.447977346,9.462187457,0.234083379,0.784008285,0.025757443,0.043494136,0.028471448,0.367088671,0.007747073,0.005117255,0.019979869,5.427036818,Magmatic,not defined,,Gilbert et al. 2014
764,Cubic Grade,0.914220313,0.721822167,8.908773044,0.195202106,0.335000039,0.068255345,0.043114627,0.038236653,0.396852198,0.008426498,0.011234786,0.036017915,5.3823145,Magmatic,not defined,,Gilbert et al. 2014
765,Cubic Grade,3.409298688,3.256742928,10.40714577,0.271143639,0.373790183,0.028378313,0.040941951,0.016124517,0.354640715,0.007498601,0.006828054,0.013476868,5.375962987,Magmatic,not defined,,Gilbert et al. 2014
766,Cubic Grade,3.192690681,2.185222635,8.792913997,0.191383168,0.457552257,0.031355131,0.040796019,0.0229312,1.197976432,0.009691616,0.006787347,0.013324598,5.186299466,Magmatic,not defined,,Gilbert et al. 2014
767,Cubic Grade,3.573041589,3.99624319,9.862137569,0.217642597,0.390076864,0.031342144,0.04980107,0.026391074,0.391761876,0.011467387,0.00678048,0.018755507,5.184571596,Magmatic,not defined,,Gilbert et al. 2014
768,Cubic Grade,3.458678404,4.369669116,10.97317346,0.263922362,0.567812934,0.032871482,0.043888076,0.022077414,1.582614256,0.010696579,0.007325327,0.017854729,5.140456371,Magmatic,not defined,,Gilbert et al. 2014
769,Cubic Grade,1.341665597,0.951532269,9.741744935,0.190154965,0.370453963,0.043055624,0.042629267,0.014841801,0.470261206,0.009770141,0.007779365,0.015706878,5.196845796,Magmatic,not defined,,Gilbert et al. 2014
770,Cubic Grade,2.416345192,2.292760359,10.7161273,0.231049929,0.447323822,0.014929225,0.040474654,0.019960976,0.447079054,0.01474636,0.008857208,0.098507569,5.108390905,Magmatic,not defined,,Gilbert et al. 2014
771,Cubic Grade,1.230157043,0.54482523,9.814762072,0.434324198,0.342958307,0.031203228,0.050932621,0.031762038,0.451492522,0.009612202,0.007193794,0.021023011,5.261284665,Magmatic,not defined,,Gilbert et al. 2014
772,Cubic Grade,1.530047555,0.745678616,10.58464739,0.462006208,0.427736605,0.048321177,0.035596185,0.026990851,0.47921305,0.010600276,0.006394636,0.031579497,5.345870966,Magmatic,not defined,,Gilbert et al. 2014
773,Cubic Grade,3.662762085,4.651729506,9.650390939,0.240971376,0.427701638,0.025630818,0.047132808,0.02021848,0.434224192,0.013054982,0.006963089,0.026595596,5.264513683,Magmatic,not defined,,Gilbert et al. 2014
774,Cubic Grade,2.88976322,2.728741078,9.093477302,0.209128817,0.322223617,0.03481973,0.054804388,0.022478627,0.435139056,0.013526867,0.0066711,0.032460167,5.134481707,Magmatic,not defined,,Gilbert et al. 2014
775,Cubic Grade,2.981372754,3.613866439,9.060428994,0.230228218,0.49782625,0.042425314,0.066122151,0.013173082,0.376406515,0.009117912,0.007402732,0.016360825,5.364958902,Magmatic,not defined,,Gilbert et al. 2014
776,Cubic Grade,4.995288031,2.599122898,2.931005974,0.91436584,0.318415736,0.037143741,0.531239871,0.020719461,1.290231409,0.008447173,0.004708322,2.559693736,5.476584588,Magmatic,not defined,,Gilbert et al. 2014
777,Cubic Grade,4.386964052,4.224408817,10.45261101,1.343038788,0.515295838,0.028911859,0.047556562,0.021120635,0.389561834,0.00877042,0.004057574,0.014481587,5.483230613,Magmatic,not defined,,Gilbert et al. 2014
778,Cubic Grade,3.016072468,11.34487482,9.187953762,0.986774739,0.393986693,0.044432932,0.046733936,0.020269355,0.419862824,0.013453221,0.004053559,0.018232314,5.213755325,Magmatic,not defined,,Gilbert et al. 2014
779,Cubic Grade,1.372341558,0.801183573,8.646608677,0.178622153,0.548934869,0.036494122,0.057915582,0.017969017,0.328206154,0.010941008,0.008244752,0.019687995,5.346519185,Magmatic,not defined,,Gilbert et al. 2014
780,Cubic Grade,4.4419304,3.261908278,9.718599941,0.256913155,0.572406309,0.024962491,0.058263945,0.014625673,0.817022691,0.013898859,0.00790266,0.017615756,5.274636011,Magmatic,not defined,,Gilbert et al. 2014
781,Cubic Grade,4.427899523,3.205096827,9.59629969,0.41063547,0.433142743,0.024584753,0.048242103,0.016651118,0.406848208,0.01370435,0.008560011,0.022914041,5.129958619,Magmatic,not defined,,Gilbert et al. 2014
782,Cubic Grade,3.941382606,2.054701414,12.30746036,0.474588804,0.458396905,0.033720901,0.05278366,0.022763061,0.480944523,0.011319996,0.007232151,0.017641068,5.38870582,Magmatic,not defined,,Gilbert et al. 2014
783,Cubic Grade,2.872258437,2.93219822,9.201858437,0.199036083,1.029382181,0.035413085,0.045626507,0.018399963,0.411476909,0.014626389,0.005515399,0.018916905,5.454873044,Magmatic,not defined,,Gilbert et al. 2014
784,Cubic Grade,2.807635482,3.59824061,8.977072752,0.249564928,0.449521853,0.041102891,0.076129954,0.02158891,0.489634038,0.007550442,0.00533462,0.0197237,5.288813552,Magmatic,not defined,,Gilbert et al. 2014
785,Cubic Grade,2.807193092,2.548577916,9.962844997,0.771753536,0.569015931,0.033117953,0.067520386,0.023564557,0.926940891,0.011311281,0.003694658,0.029780443,5.268269203,Magmatic,not defined,,Gilbert et al. 2014
786,Cubic Grade,3.272625294,2.917621014,10.76774354,0.381165001,0.507526811,0.036780318,0.053206757,0.031058225,1.178373401,0.012314776,0.00507568,0.02308898,5.220782271,Magmatic,not defined,,Gilbert et al. 2014
787,Cubic Grade,4.332599811,4.461736315,9.856962691,0.207951574,0.472875945,0.023949651,0.049916554,0.014000571,0.336178437,0.011165658,0.004489106,0.016089665,5.2383729,Magmatic,not defined,,Gilbert et al. 2014
788,Cubic Grade,3.902003964,3.309960641,10.60111395,0.449988224,0.497309949,0.040389574,0.051829171,0.014665429,0.386843874,0.009255099,0.005932469,0.020356224,5.107206453,Magmatic,not defined,,Gilbert et al. 2014
789,Cubic Grade,3.092691465,3.047229622,9.839586836,0.470190967,0.393262427,0.032630293,0.051827798,0.015525382,0.372544028,0.010286153,0.004618669,0.024276989,5.152250217,Magmatic,not defined,,Gilbert et al. 2014
790,Cubic Grade,2.989800987,3.934839483,9.57529856,0.243700715,0.370922129,0.021941436,0.057598959,0.020944297,0.49246633,0.010596223,0.004929759,0.015348711,5.25106872,Magmatic,not defined,,Gilbert et al. 2014
791,Cubic Grade,2.069854895,1.644564365,7.430274722,0.186307716,0.377185529,0.033244123,0.049721573,0.01332179,0.463886344,0.011395191,0.007147326,0.020561841,5.27629164,Magmatic,not defined,,Gilbert et al. 2014
792,Cubic Grade,3.786785943,2.745677667,10.39300363,0.232046637,0.360836319,0.048376681,0.053526312,0.02707976,0.307737962,0.007760276,0.005269988,0.022513103,5.386965069,Magmatic,not defined,,Gilbert et al. 2014
793,Cubic Grade,3.374406785,2.338062371,9.678760746,0.251030562,0.29916254,0.049883394,0.055823739,0.024061559,0.468634572,0.008390081,0.005175651,0.019966661,5.324335233,Magmatic,not defined,,Gilbert et al. 2014
794,Cubic Grade,0.946129078,0.487680376,9.86879679,0.460107602,0.351667905,0.036792097,0.050923394,0.030548646,0.384297568,0.00948283,0.004356406,0.022820769,5.12477405,Magmatic,not defined,,Gilbert et al. 2014
795,Cubic Grade,3.009201326,2.943538755,11.6654819,0.19915725,0.303353541,0.034572358,4.623563535,0.019538402,5.869068291,0.061752447,0.004783184,27.66352306,5.475787129,Magmatic,not defined,,Gilbert et al. 2014
796,Cubic Grade,3.675572525,3.879090909,8.65367081,0.145749547,0.367119182,0.02359369,0.044144434,0.019066779,1.202753154,0.008627099,0.005722824,0.012191573,5.200742332,Magmatic,not defined,,Gilbert et al. 2014
797,Cubic Grade,4.282543956,3.547760453,9.021091851,0.260531949,0.43125654,0.047153523,0.075643891,0.020148974,0.840337735,0.010662271,0.004160103,0.020511236,5.121827234,Magmatic,not defined,,Gilbert et al. 2014
798,Cubic Grade,4.513830292,4.39089751,8.516556462,0.256681614,0.632167125,0.047433938,0.072679802,0.012227148,0.984642805,0.01164563,0.007487159,0.019312196,5.417825255,Magmatic,not defined,,Gilbert et al. 2014
799,Cubic Grade,3.250895308,3.670892028,10.63210883,2.499853935,0.422958135,0.034119681,0.06505538,0.016738081,0.881431484,0.01502792,0.006944581,0.011399378,5.381647072,Magmatic,not defined,,Gilbert et al. 2014
800,Cubic Grade,4.05484474,3.849728226,10.44106227,0.436600117,0.50564773,0.030805792,0.074835061,0.026953896,1.35645171,0.009195651,0.004038524,0.03903707,5.226051265,Magmatic,not defined,,Gilbert et al. 2014
801,Cubic Grade,3.539592616,3.539409854,10.64125882,0.730969779,0.547936811,0.034029041,0.081038342,0.020044234,0.633221248,0.006953899,0.007199056,0.018840949,5.397795792,Magmatic,not defined,,Gilbert et al. 2014
802,Cubic Grade,3.776158471,2.807891854,8.232879492,0.210372285,0.567042329,0.043586424,0.071677908,0.016839,1.721480512,0.007523792,0.004782097,0.020846437,5.278564752,Magmatic,not defined,,Gilbert et al. 2014
803,Cubic Grade,5.431193742,4.232005314,9.727941437,0.532469145,0.566650087,0.037804108,0.06770146,0.020623291,2.156135208,0.008544233,0.009503998,0.045045553,5.380401772,Magmatic,not defined,,Gilbert et al. 2014
804,Cubic Grade,2.880965949,3.590106295,10.94986175,0.235428114,0.455573935,0.025100632,0.082020249,0.021036431,0.61024746,0.005986248,0.007929143,0.020441643,5.261454716,Magmatic,not defined,,Gilbert et al. 2014
805,Cubic Grade,4.000193802,3.827440935,9.15925682,0.273383734,0.891466405,0.045834092,0.087154434,0.015571867,0.656147519,0.006151827,0.009908304,0.01555555,5.210806462,Magmatic,not defined,,Gilbert et al. 2014
806,Cubic Grade,2.704515554,2.638046454,9.039811161,0.344366839,0.414384263,0.043943504,0.072680611,0.010556938,0.837020432,0.012380575,0.010654405,0.019880715,5.19408711,Magmatic,not defined,,Gilbert et al. 2014
807,Cubic Grade,2.064311915,2.511751415,9.09692772,0.399726625,0.387036481,0.051540333,0.07230898,0.023405778,0.665093471,0.012360646,0.007871216,0.020387344,5.497116924,Magmatic,not defined,,Gilbert et al. 2014
