ID,Class,Co (ppm),Ni (ppm),Cu (ppm),Zn (ppm),As (ppm),Mo (ppm),Ag (ppm),Sb (ppm),Te (ppm),Au (ppm),Tl (ppm),Pb (ppm),d34S (‰),Deposit style,Period,Description,Reference
404,Med Temperature,11.52,851.51,4.07,,797.87,,0.116,2.52,12.11,0.071,0.0028,6.48,-15.45,Orogenic Au-metamorphic fluid,Neoproterozoic to Mesozoic ,Py2,Tan et al. 2022
405,Med Temperature,17.26,843.35,2.5,,707.62,,0.08,2.07,16.59,0.096,0.0028,7.86,-16.93,Orogenic Au-metamorphic fluid,Neoproterozoic to Mesozoic ,Py2,Tan et al. 2022
406,Med Temperature,4.26,253.07,2.5,,2226.3,,0.08,0.0435,0.33,0.045,0.0028,0.0368,-15.45,Orogenic Au-metamorphic fluid,Neoproterozoic to Mesozoic ,Py2,Tan et al. 2022
407,Med Temperature,2.33,68,4.61,,1005.11,,0.08,2.3,16.25,0.184,0.0091,9.44,-16.93,Orogenic Au-metamorphic fluid,Neoproterozoic to Mesozoic ,Py2,Tan et al. 2022
408,Med Temperature,2.52,68,2.5,,907.63,,0.08,2.02,10.08,0.086,0.0028,8.37,-15.45,Orogenic Au-metamorphic fluid,Neoproterozoic to Mesozoic ,Py2,Tan et al. 2022
409,Med Temperature,6.54,68,2.5,,1667.35,,0.08,0.185,0.33,0.031,0.0028,0.469,-16.93,Orogenic Au-metamorphic fluid,Neoproterozoic to Mesozoic ,Py2,Tan et al. 2022
410,Med Temperature,52.37,68,12.65,,1103.77,,0.192,8.62,16.64,0.44,1.45,49.37,-15.45,Orogenic Au-metamorphic fluid,Neoproterozoic to Mesozoic ,Py2,Tan et al. 2022
411,Med Temperature,1.1,130.71,2.5,,716.14,,0.08,0.0435,4.09,0.029,0.0028,0.092,-16.93,Orogenic Au-metamorphic fluid,Neoproterozoic to Mesozoic ,Py2,Tan et al. 2022
412,Med Temperature,1.1,68,48.37,,23913.12,,0.08,0.0435,0.96,122.43,0.0028,0.0184,-2.4,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
413,Med Temperature,49.88,208.29,43.09,,25855.36,,0.211,1.35,1.36,130.21,0.0028,105.42,-2.55,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
414,Med Temperature,119.03,655.94,83.38,,37265.43,,0.081,1.38,1.21,232.76,0.0028,41.79,-2.45,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
415,Med Temperature,26,121.67,43.11,,22829.21,,0.087,1.92,0.82,85.17,0.0028,18.4,-2.08,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
416,Med Temperature,53.23,284.17,51.18,,37994.59,,0.08,0.66,0.33,211.75,0.0028,4.52,-2.4,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
417,Med Temperature,74.35,495.91,54.08,,31141.28,,0.08,0.341,0.33,250.54,0.0028,1.78,-2.26,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
418,Med Temperature,6.26,91.11,4.76,,8975.8,,0.08,0.337,0.77,21.08,0.0028,19.72,-2.55,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
419,Med Temperature,281.47,458.16,61.91,,27708.43,,0.08,0.172,0.94,66.98,0.0056,2.41,-2.45,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
420,Med Temperature,2.01,68,28.11,,18358.96,,0.08,0.262,0.33,45.26,0.0028,1.91,-2.14,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
421,Med Temperature,148.47,364.39,12.2,,17862.86,,0.08,0.146,0.33,22.88,0.0028,2.99,-2.08,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
422,Med Temperature,92.9,445.71,159.4,,20987.09,,0.49,10.38,0.33,48.71,0.0028,198.76,-2.4,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
423,Med Temperature,4.26,68,53.62,,24158.52,,0.085,2.18,1.29,44,0.0028,70.9,-2.26,Orogenic Au-Magmatic-hydrothermal ,Neoproterozoic to Mesozoic ,Py3a,Tan et al. 2022
424,Sedimentary,129.1627404,416.5611198,517.3705055,56.17936874,23.14194263,0.039,0.233411396,2.953109088,0.423,0,1.335749162,240.9150744,25.636,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
425,Sedimentary,44.58440904,200.3453309,576.7556807,14.49190623,8.706714563,0.035,0.165193099,1.050552041,0.379,0.022788528,1.641706874,119.529674,28.652,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
426,Sedimentary,140.2567068,336.3874882,1156.225407,253.1751192,27.1305714,0.380418885,0.409538378,3.274970474,0.433,0.025357084,1.070714276,213.1472588,27.385,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
427,Sedimentary,122.1395812,212.5452494,990.4650521,289.1990875,16.36848744,0.162876554,0.302112904,2.746395726,0.327,0.135381835,0.547550014,181.7930031,23.176,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
428,Sedimentary,63.08654345,106.9991364,2214.847247,225.3770754,6.584981672,0.032,0.260698831,0.918848941,0.3485,0.021953153,1.33146594,95.30506346,26.069,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
429,Sedimentary,2.364075687,22.66306219,404.0126782,1.667462819,0.4475,0.038,0.056,0.169959043,0.408,0.0105,0.915804594,64.78104887,29.678,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
430,Sedimentary,46.79963622,111.2568839,580.4149389,5.920670137,3.970487671,0.033,0.16046286,0.792445941,0.746321452,0.360769082,2.129737597,186.0669188,24.394,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
431,Sedimentary,31.16800613,136.4220146,1744.303374,11.05611632,8.393892235,0.170602597,0.187202914,0.682207448,0.3765,1.199618966,2.1710166,145.2511375,26.57,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
432,Sedimentary,27.26100301,230.1542849,156.4911631,1.530856257,22.11691229,0.035,0.0515,1.257016808,0.3755,0.359472422,0.215745054,75.1064218,22.52,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
433,Sedimentary,157.7181777,351.7123499,1661.012137,485.4448852,13.69948932,0.258825849,0.394986699,2.745015498,0.3545,0.260927429,1.130053385,168.3483126,19.922,Secondary py nodules,Ordovician,grey burrowed calcisiltite w nodules,Gregory et al. 2019
434,Sedimentary,0.073,0.006,0.0045,0.0015,0.0025,,0.029,0.001,0.007,0.003,0.011,0.004,-31.8,Sedimentary framboids,Permian,Py1a framboids,Jinxiang Li 2019
435,Sedimentary,0.054,0.023,0.0045,0.053,0.0025,,0.001,0.025,0.001,0.003,0.001,0.004,-34.1,Sedimentary framboids,Permian,Py1a framboids,Jinxiang Li 2019
436,Sedimentary,0.041,0.0075,0.013,0.0295,0.0025,,0.001,0.001,0.007,0.003,0.005,0.008,-31.8,Sedimentary framboids,Permian,Py1a framboids,Jinxiang Li 2019
437,Sedimentary,0.026,0.022,0.0045,0.018,0.0025,,0.017,0.001,0.033,0.003,0.001,0.004,-34.1,Sedimentary framboids,Permian,Py1a framboids,Jinxiang Li 2019
438,Sedimentary,0.034,0.0075,0.042,0.019,0.0025,,0.017,0.001,0.0105,0.013,0.001,0.004,-1.1,Sedimentary Secondary pyrite,Permian,Py2 porous xtline pyrite. Diagenetic origing.,Jinxiang Li 2019
439,Sedimentary,0.028,0.015,0.016,0.014,0.0025,,0.003,0.001,0.016,0.015,0.001,0.004,-0.1,Sedimentary Secondary pyrite,Permian,Py2 porous xtline pyrite. Diagenetic origing.,Jinxiang Li 2019
440,Sedimentary,0.061,0.051,0.085,0.011,0.005,,0.005,0.04,0.012,0.006,0.002,0.105,-1.1,Sedimentary Secondary pyrite,Permian,Py2 porous xtline pyrite. Diagenetic origing.,Jinxiang Li 2019
441,Sedimentary,0.081,0.0075,0.021,0.012,0.0025,,0.001,0.001,0.031,0.003,0.026,0.005,-0.1,Sedimentary Secondary pyrite,Permian,Py2 porous xtline pyrite. Diagenetic origing.,Jinxiang Li 2019
442,Sedimentary,0.067,0.074,0.025,0.022,0.0025,,0.001,0.002,0.02,0.003,0.001,0.004,-1.1,Sedimentary Secondary pyrite,Permian,Py2 porous xtline pyrite. Diagenetic origing.,Jinxiang Li 2019
443,Sedimentary,0.073,0.009,0.116,0.0015,2.408,,0.001,0.001,0.001,0.003,0.166,0.083,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
444,Sedimentary,0.036,0.0075,0.031,0.025,2.363,,0.001,0.001,0.001,0.003,0.178,0.042,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
445,Sedimentary,0.04765,0.01129,0.031,0.012,0.33341,,0.00535,0.00865,0.01147,0.00265,0.02547,0.01818,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
446,Sedimentary,0.038,0.018,0.193,0.0095,2.747,,0.001,0.001,0.01,0.003,0.001,0.004,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
447,Sedimentary,0.03,0.036,0.151,0.01,3.013,,0.001,0.025,0.001,0.018,0.001,0.029,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
448,Sedimentary,0.034,0.0075,0.263,0.042,4.501,,0.008,0.015,0.03,0.004,0.001,0.004,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
449,Sedimentary,0.013,0.0075,0.009,0.003,0.135,,0.001,0.006,0.001,0.001,0.218,0.004,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
450,Sedimentary,0.038,0.0075,0.0045,0.0015,1.874,,0.015,0.007,0.002,0.005,0.208,0.004,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
451,Sedimentary,0.036,0.0075,0.044,0.059,0.384,,0.001,0.001,0.001,0.003,0.212,0.015,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
452,Sedimentary,0.202,0.09,0.034,0.081,0.166,,0.004,0.005,0.001,0.008,0.197,0.004,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
453,Sedimentary,0.04,0.014,0.032,0.011,1.048,,0.001,0.001,0.021,0.023,0.206,0.004,13.3,Sedimentary Secondary pyrite,Permian,"Py3 euhedral py. Late sedimentary diagenesis, early deformation.",Jinxiang Li 2019
454,Polymetallic Hydrothermal,289.231038,2.76085408,81.50434464,3856.26102,118.1781814,22.73123651,5.051721814,3.142514799,0,0.136294081,10.72071378,447.0977347,4.19,Hydrothemal Seawater mix,Quaternary,Py-I Anhedral. Outermost zone of the chimney,Meng et al. 2020
455,Polymetallic Hydrothermal,604.7344314,2.664666889,46.27090961,2874.319267,191.1868751,21.60368148,3.038998492,3.177149752,0,0.123663413,8.804578231,519.7235992,3.8,Hydrothemal Seawater mix,Quaternary,Py-I Anhedral. Outermost zone of the chimney,Meng et al. 2020
456,Polymetallic Hydrothermal,485.8440347,3.187102928,258.0375076,7332.204728,278.6882921,24.25348198,31.9591779,18.77126077,0,0.404916325,6.000640635,362.3245596,6.43,Hydrothemal Seawater mix,Quaternary,Py-I Anhedral. Outermost zone of the chimney,Meng et al. 2020
